,0,1,2,3
0,0,0,0,160
1,0,1,0,160
2,0,2,0,160
3,0,3,0,160
4,0,4,0,160
5,0,5,0,160
6,0,6,0,160
7,0,7,0,160
8,0,8,0,160
9,0,9,0,160
10,0,10,0,160
11,0,11,0,160
12,0,12,0,160
13,0,13,0,160
14,0,14,0,160
15,0,15,0,160
16,0,16,0,160
17,0,0,16,140
18,0,1,16,140
19,0,2,16,140
20,0,3,16,140
21,0,4,16,140
22,0,5,16,140
23,0,6,16,140
24,0,7,16,140
25,0,8,16,140
26,0,9,16,140
27,0,10,16,140
28,0,11,16,140
29,0,12,16,140
30,0,13,16,140
31,0,14,16,140
32,0,15,16,140
33,0,16,16,140
34,1,0,0,160
35,1,1,0,160
36,1,2,0,160
37,1,3,0,160
38,1,4,0,160
39,1,5,0,160
40,1,6,0,160
41,1,7,0,160
42,1,8,0,160
43,1,9,0,160
44,1,10,0,160
45,1,11,0,160
46,1,12,0,160
47,1,13,0,160
48,1,14,0,160
49,1,15,0,160
50,1,16,0,160
51,1,0,16,140
52,1,1,16,140
53,1,2,16,140
54,1,3,16,140
55,1,4,16,140
56,1,5,16,140
57,1,6,16,140
58,1,7,16,140
59,1,8,16,140
60,1,9,16,140
61,1,10,16,140
62,1,11,16,140
63,1,12,16,140
64,1,13,16,140
65,1,14,16,140
66,1,15,16,140
67,1,16,16,140
68,2,0,0,160
69,2,1,0,160
70,2,2,0,160
71,2,3,0,160
72,2,4,0,160
73,2,5,0,160
74,2,6,0,160
75,2,7,0,160
76,2,8,0,160
77,2,9,0,160
78,2,10,0,160
79,2,11,0,160
80,2,12,0,160
81,2,13,0,160
82,2,14,0,160
83,2,15,0,160
84,2,16,0,160
85,2,0,16,140
86,2,1,16,140
87,2,2,16,140
88,2,3,16,140
89,2,4,16,140
90,2,5,16,140
91,2,6,16,140
92,2,7,16,140
93,2,8,16,140
94,2,9,16,140
95,2,10,16,140
96,2,11,16,140
97,2,12,16,140
98,2,13,16,140
99,2,14,16,140
100,2,15,16,140
101,2,16,16,140
102,3,0,0,160
103,3,1,0,160
104,3,2,0,160
105,3,3,0,160
106,3,4,0,160
107,3,5,0,160
108,3,6,0,160
109,3,7,0,160
110,3,8,0,160
111,3,9,0,160
112,3,10,0,160
113,3,11,0,160
114,3,12,0,160
115,3,13,0,160
116,3,14,0,160
117,3,15,0,160
118,3,16,0,160
119,3,0,16,140
120,3,1,16,140
121,3,2,16,140
122,3,3,16,140
123,3,4,16,140
124,3,5,16,140
125,3,6,16,140
126,3,7,16,140
127,3,8,16,140
128,3,9,16,140
129,3,10,16,140
130,3,11,16,140
131,3,12,16,140
132,3,13,16,140
133,3,14,16,140
134,3,15,16,140
135,3,16,16,140
136,4,0,0,160
137,4,1,0,160
138,4,2,0,160
139,4,3,0,160
140,4,4,0,160
141,4,5,0,160
142,4,6,0,160
143,4,7,0,160
144,4,8,0,160
145,4,9,0,160
146,4,10,0,160
147,4,11,0,160
148,4,12,0,160
149,4,13,0,160
150,4,14,0,160
151,4,15,0,160
152,4,16,0,160
153,4,0,16,140
154,4,1,16,140
155,4,2,16,140
156,4,3,16,140
157,4,4,16,140
158,4,5,16,140
159,4,6,16,140
160,4,7,16,140
161,4,8,16,140
162,4,9,16,140
163,4,10,16,140
164,4,11,16,140
165,4,12,16,140
166,4,13,16,140
167,4,14,16,140
168,4,15,16,140
169,4,16,16,140
