1,0,0,500,0
2,0,0,500,0
3,0,0,500,0
4,0,0,500,0
5,0,0,500,0
6,0,0,500,0
7,0,0,500,0
8,0,0,500,0
9,0,0,500,0
10,0,0,500,0
11,0,0,500,0
12,0,0,500,0
13,0,0,500,0
14,0,0,500,0
15,0,0,500,0
16,0,0,500,0
17,0,0,500,0
18,0,0,500,0
19,0,0,500,0
20,0,0,500,0
21,0,0,500,0
22,0,0,500,0
23,0,0,500,0
24,0,0,500,0
25,0,0,500,0
26,0,0,500,0
27,0,0,500,0
28,0,0,500,0
29,0,0,500,0
17,0,99,300,0
18,0,99,300,0
19,0,99,300,0
20,0,99,300,0
21,0,99,300,0
22,0,99,300,0
23,0,99,300,0
24,0,99,300,0
25,0,99,300,0
26,0,99,300,0
27,0,99,300,0
28,0,99,300,0
29,0,99,300,0
