41.22 41.35 40.19 38.70 -11.36 -7.03 -0.67 -1.50 -2.22 -2.81 -3.19 -3.47 -3.58 -3.57 -3.49 -3.27 -3.01 -2.71 -2.38 -2.05 -1.75 -1.50 -1.28 -1.20 -1.17 -1.23 -1.30 -1.38 -1.39 -1.36 -1.28 -1.14 -0.99 42.31 41.02
40.96 -10.54 -10.91 -11.19 -11.30 -6.63 0.18 -0.65 -1.39 -2.00 -2.44 -2.80 -3.00 -3.11 -3.15 -3.08 -2.98 -2.84 -2.70 -2.55 -2.44 -2.38 -2.36 -2.44 -2.55 -2.71 -2.83 -2.91 -2.85 -2.71 -2.50 -2.23 -1.95 41.56 40.71
41.21 -10.88 -11.11 -11.26 -11.28 -7.74 -2.52 -1.18 -0.70 -1.34 -1.83 -2.25 -2.53 -2.74 -2.89 -2.95 -2.99 -3.01 -3.02 -3.05 -3.12 -3.23 -3.39 -3.64 -3.90 -4.18 -4.36 -4.47 -4.32 -4.06 -3.71 -3.31 -2.90 41.39 40.60
41.15 -11.26 -11.35 -11.37 -11.29 -10.68 -9.56 -3.39 -0.21 -0.86 -1.38 -1.85 -2.20 -2.49 -2.73 -2.90 -3.06 -3.20 -3.36 -3.53 -3.76 -4.04 -4.37 -4.79 -5.21 -5.64 -5.91 -6.07 -5.81 -5.43 -4.92 -4.37 -3.82 40.30 40.95
40.04 -11.60 -11.56 -11.45 -11.28 -11.09 -10.59 -3.60 0.05 -0.61 -1.15 -1.65 -2.04 -2.39 -2.69 -2.94 -3.18 -3.42 -3.68 -3.97 -4.32 -4.74 -5.21 -5.79 -6.39 -7.00 -7.42 -7.69 -7.27 -6.72 -6.02 -5.31 -4.63 39.47 39.61
41.37 40.35 -11.68 -11.47 -11.23 -11.00 -10.47 -3.46 0.20 -0.45 -1.00 -1.52 -1.95 -2.34 -2.70 -3.01 -3.33 -3.64 -3.99 -4.37 -4.83 -5.36 -5.95 -6.69 -7.45 -8.25 -8.85 -9.25 -8.64 -7.90 -7.01 -6.16 -5.35 39.80 38.01
40.87 38.04 -11.54 -11.33 -11.09 -10.85 -10.31 -3.42 0.18 -0.45 -1.01 -1.52 -1.97 -2.38 -2.77 -3.13 -3.49 -3.85 -4.26 -4.70 -5.22 -5.82 -6.49 -7.33 -8.21 -9.18 -10.02 -10.61 -9.74 -8.78 -7.72 -6.77 -5.88 38.79 38.19
40.55 39.63 -11.36 -11.15 -10.91 -10.68 -10.15 -3.46 0.05 -0.55 -1.09 -1.60 -2.05 -2.47 -2.88 -3.26 -3.64 -4.04 -4.48 -4.94 -5.49 -6.12 -6.81 -7.64 -8.52 -9.46 -10.25 -10.79 -9.98 -9.05 -8.03 -7.08 -6.19 37.87 40.59
39.79 38.94 -11.16 -10.95 -10.72 -10.49 -9.98 -3.53 -0.15 -0.71 -1.23 -1.72 -2.17 -2.59 -3.00 -3.39 -3.79 -4.20 -4.66 -5.14 -5.69 -6.32 -6.99 -7.76 -8.55 -9.35 -9.91 -10.25 -9.69 -8.96 -8.08 -7.21 -6.36 40.93 40.54
39.61 38.52 -10.97 -10.76 -10.54 -10.32 -9.83 -3.69 -0.45 -0.96 -1.44 -1.90 -2.33 -2.74 -3.13 -3.52 -3.91 -4.32 -4.76 -5.22 -5.74 -6.30 -6.90 -7.57 -8.22 -8.84 -9.25 -9.47 -9.06 -8.49 -7.77 -7.02 -6.28 37.80 38.17
39.67 38.24 -10.82 -10.61 -10.39 -10.18 -9.70 -3.87 -0.78 -1.23 -1.67 -2.09 -2.50 -2.88 -3.26 -3.64 -4.02 -4.40 -4.82 -5.25 -5.73 -6.24 -6.77 -7.32 -7.84 -8.31 -8.58 -8.72 -8.42 -7.99 -7.42 -6.78 -6.14 39.47 39.69
35.30 39.34 -10.70 -10.50 -10.28 -10.07 -9.60 -4.07 -1.13 -1.53 -1.91 -2.30 -2.67 -3.03 -3.38 -3.73 -4.09 -4.46 -4.84 -5.24 -5.66 -6.10 -6.55 -6.99 -7.40 -7.74 -7.92 -8.00 -7.77 -7.43 -6.98 -6.45 -5.91 40.12 41.34
36.88 39.25 -10.68 -10.48 -10.26 -10.04 -9.68 -6.78 -4.26 -2.23 -2.16 -2.49 -2.83 -3.15 -3.48 -3.80 -4.13 -4.47 -4.82 -5.17 -5.54 -5.91 -6.29 -6.64 -6.95 -7.20 -7.32 -7.36 -7.18 -6.90 -6.53 -6.09 -5.63 38.72 38.69
37.28 38.84 -10.73 -10.53 -10.29 -10.05 -9.79 -9.53 -7.42 -2.93 -2.39 -2.68 -2.98 -3.27 -3.56 -3.85 -4.15 -4.46 -4.77 -5.09 -5.40 -5.71 -6.01 -6.28 -6.51 -6.69 -6.76 -6.76 -6.61 -6.38 -6.09 -5.72 -5.33 40.28 39.62
38.91 35.24 -10.95 -10.71 -10.45 -10.16 -9.87 -9.58 -7.51 -3.17 -2.61 -2.85 -3.10 -3.36 -3.61 -3.88 -4.14 -4.41 -4.69 -4.97 -5.23 -5.49 -5.73 -5.93 -6.10 -6.22 -6.26 -6.24 -6.10 -5.91 -5.66 -5.35 -5.02 40.07 40.03
38.34 38.40 -11.35 -11.04 -10.70 -10.36 -10.02 -9.68 -8.22 -5.33 -3.87 -3.00 -3.21 -3.42 -3.64 -3.88 -4.11 -4.35 -4.59 -4.83 -5.05 -5.26 -5.45 -5.60 -5.72 -5.80 -5.80 -5.77 -5.64 -5.47 -5.26 -4.99 -4.71 40.14 39.67
38.23 38.51 -11.88 -11.46 -11.04 -10.63 -10.22 -9.83 -9.40 -8.93 -5.89 -3.14 -3.30 -3.48 -3.66 -3.86 -4.07 -4.27 -4.48 -4.68 -4.87 -5.03 -5.18 -5.28 -5.36 -5.39 -5.37 -5.32 -5.20 -5.05 -4.87 -4.64 -4.40 40.91 39.39
37.33 36.77 -12.77 -12.12 -11.55 -11.03 -10.54 -10.08 -9.63 -9.18 -6.08 -3.24 -3.36 -3.49 -3.64 -3.82 -4.00 -4.18 -4.36 -4.54 -4.69 -4.82 -4.93 -4.99 -5.03 -5.04 -5.00 -4.93 -4.81 -4.67 -4.51 -4.31 -4.11 39.57 39.64
35.97 37.35 -13.73 -12.84 -12.11 -11.48 -10.90 -10.37 -9.86 -9.36 -6.81 -4.33 -3.68 -3.50 -3.61 -3.77 -3.92 -4.09 -4.24 -4.39 -4.52 -4.62 -4.69 -4.72 -4.73 -4.70 -4.64 -4.56 -4.44 -4.31 -4.16 -3.99 -3.82 39.52 38.93
37.97 37.62 -14.80 -13.63 -12.75 -12.01 -11.33 -10.74 -10.15 -9.59 -8.63 -7.22 -4.49 -3.47 -3.56 -3.70 -3.84 -3.99 -4.13 -4.26 -4.36 -4.43 -4.48 -4.47 -4.45 -4.39 -4.30 -4.20 -4.09 -3.96 -3.83 -3.68 -3.53 39.96 38.88
38.57 38.63 -15.85 -14.43 -13.44 -12.61 -11.87 -11.21 -10.55 -9.91 -9.30 -8.08 -4.69 -3.41 -3.48 -3.60 -3.74 -3.89 -4.02 -4.15 -4.23 -4.28 -4.30 -4.26 -4.20 -4.10 -3.99 -3.87 -3.75 -3.63 -3.52 -3.39 -3.26 37.34 38.99
38.28 38.04 -16.86 -15.23 -14.17 -13.28 -12.49 -11.75 -11.01 -10.28 -9.59 -8.34 -5.04 -3.61 -3.38 -3.50 -3.64 -3.79 -3.93 -4.05 -4.13 -4.15 -4.15 -4.07 -3.97 -3.84 -3.69 -3.55 -3.43 -3.31 -3.21 -3.11 -3.00 39.12 35.56
36.35 36.53 -17.73 -16.04 -15.01 -14.13 -13.32 -12.48 -11.64 -10.79 -9.99 -9.04 -7.53 -5.54 -3.23 -3.38 -3.53 -3.71 -3.87 -4.00 -4.08 -4.09 -4.06 -3.94 -3.79 -3.61 -3.42 -3.24 -3.12 -3.01 -2.92 -2.85 -2.76 37.77 36.64
35.63 36.17 -18.70 -17.09 -16.14 -15.26 -14.40 -13.44 -12.45 -11.42 -10.47 -9.60 -8.91 -6.52 -3.05 -3.23 -3.43 -3.65 -3.84 -4.01 -4.08 -4.09 -4.04 -3.87 -3.67 -3.41 -3.17 -2.94 -2.82 -2.72 -2.66 -2.61 -2.55 38.89 36.62
37.18 36.73 -19.75 -18.36 -17.52 -16.63 -15.71 -14.59 -13.41 -12.16 -11.04 -10.01 -9.28 -6.66 -2.84 -3.07 -3.33 -3.61 -3.85 -4.05 -4.15 -4.15 -4.08 -3.86 -3.59 -3.26 -2.94 -2.65 -2.53 -2.45 -2.42 -2.39 -2.36 39.78 39.24
36.66 35.67 -22.84 -21.11 -20.01 -18.89 -17.73 -16.31 -14.81 -13.23 -11.81 -10.57 -9.83 -8.39 -6.51 -4.40 -3.26 -3.64 -3.96 -4.24 -4.37 -4.39 -4.31 -4.03 -3.69 -3.24 -2.80 -2.40 -2.31 -2.26 -2.27 -2.27 -2.25 39.60 40.46
36.66 35.24 -26.14 -24.16 -22.84 -21.48 -20.08 -18.34 -16.49 -14.50 -12.73 -11.22 -10.52 -10.03 -9.68 -5.54 -3.21 -3.71 -4.13 -4.50 -4.70 -4.74 -4.66 -4.34 -3.92 -3.33 -2.75 -2.22 -2.16 -2.16 -2.20 -2.21 -2.19 39.11 39.96
36.78 35.69 -29.48 -27.61 -26.20 -24.66 -23.04 -20.93 -18.66 -16.17 -13.92 -12.07 -11.49 -11.14 -10.95 -5.99 -3.22 -3.87 -4.42 -4.91 -5.21 -5.30 -5.25 39.25 35.46 38.20 38.84 39.15 39.33 38.59 38.73 39.64 35.63 39.46 36.29
34.99 37.37 36.59 36.05 36.46 36.14 35.45 34.45 34.83 35.85 35.18 34.41 34.59 35.17 36.02 37.43 36.37 36.77 37.36 38.66 38.43 37.91 38.40 35.26 39.42 39.38 38.62 38.29 38.71 36.16 39.55 39.02 37.44 38.91 39.12
36.06 35.89 35.86 35.97 34.93 34.04 35.31 35.34 34.38 35.19 34.99 33.02 34.16 35.07 37.27 37.00 37.27 36.51 37.01 38.21 37.96 38.33 38.64 38.97 39.30 39.14 39.01 38.24 38.43 38.36 39.03 37.54 36.88 38.48 37.99
